weight_label,ramp95_kw_per_min,throughput_kwh,efc,t_high_soc_h,ceq_q95,t_high_c_h,idod
0.01|0.01|0.001,9.51906594523909,0.02000119517663406,0.00010000597588317031,0.0,9.791595832047239e-05,0.0,1.9492507612975075e-08
