timestamp,base_kw,cmd_kw,grid_kw,soc,soc_next,mode,rg_state,desired_kw,p_imp_cap,p_exp_cap,e_imp,e_exp,e1_imp,e1_exp,cpu_ms,scenario,seed,scenario_seed,day_id,load_kw,pv_kw,wind_kw,peak_flag,controller,weight_label
2026-01-01 00:00:00,24.124433403737996,0.0,24.124433403737996,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.1799999736249447,mixed,0,mixed_seed0,0,37.92202070732022,0.0,13.797587303582224,0,Proposed,
2026-01-01 00:01:00,23.640093931773208,0.0,23.640093931773208,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.22400007583200932,mixed,0,mixed_seed0,0,37.25135206790204,0.0,13.611258136128834,0,Proposed,
2026-01-01 00:02:00,30.683282715461907,0.0,30.683282715461907,0.5,0.5,IDLE,MID,0.0,40.0,40.0,20.30372038515185,0.0,0.0,0.0,0.14629994984716177,mixed,0,mixed_seed0,0,39.15678827482941,0.75125036319889,7.722255196168612,0,Proposed,
2026-01-01 00:03:00,32.6395230362183,0.0,32.6395230362183,0.5,0.5,IDLE,MID,0.0,40.0,40.0,17.615772309391666,0.0,0.0,0.0,0.12470001820474863,mixed,0,mixed_seed0,0,37.79229820800903,0.0,5.152775171790729,0,Proposed,
2026-01-01 00:04:00,26.23216141917434,0.0,26.23216141917434,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.12250000145286322,mixed,0,mixed_seed0,0,36.165390081424476,0.0,9.933228662250137,0,Proposed,
2026-01-01 00:05:00,27.390349440985485,0.0,27.390349440985485,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.16930000856518745,mixed,0,mixed_seed0,0,38.383266568783625,0.0,10.99291712779814,0,Proposed,
2026-01-01 00:06:00,30.64179876385861,0.0,30.64179876385861,0.5,0.5,IDLE,MID,0.0,40.0,40.0,3.8581454459261977,0.0,0.0,0.0,0.15639991033822298,mixed,0,mixed_seed0,0,40.71419476088176,0.32458197807084704,9.747814018952303,0,Proposed,
2026-01-01 00:07:00,31.53497535531966,0.0,31.53497535531966,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.13619998935610056,mixed,0,mixed_seed0,0,39.797013549358475,0.4969586759081312,7.765079518130686,0,Proposed,
2026-01-01 00:08:00,25.66414991559883,0.0,25.66414991559883,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.13639999087899923,mixed,0,mixed_seed0,0,35.64529079617539,0.32909209955795066,9.652048781018607,0,Proposed,
2026-01-01 00:09:00,24.202282767728434,0.0,24.202282767728434,0.5,0.5,IDLE,MID,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.13179995585232973,mixed,0,mixed_seed0,0,34.21659467282836,0.5506034924767372,9.463708412623188,0,Proposed,
