weight_label,ramp95_kw_per_min,throughput_kwh,efc,t_high_soc_h,ceq_q95,t_high_c_h,idod
0.01|0.01|0.001,9.534817766048517,0.034909817336181224,0.00017454908668090613,0.0,1.395573940714575e-06,0.0,6.750730140284628e-08
