weight_label,ramp95_kw_per_min,throughput_kwh,efc,t_high_soc_h,ceq_q95,t_high_c_h,idod
0.01|0.01|0.001,9.518615623734876,0.024242712268097814,0.00012121356134048907,0.0,0.00014827800926723081,0.0,2.880659464344618e-08
