weight_label,ramp95_kw_per_min,throughput_kwh,efc,t_high_soc_h,ceq_q95,t_high_c_h,idod
0.01|0.01|0.001,9.124440865848085,0.8022940793067855,0.004011470396533928,0.0,0.0023380783312941635,0.0,7.276805713891202e-05
