Controller,MeanCpuMs,MedianCpuMs,P95CpuMs,MaxCpuMs
FBRL,0.03963475563877081,0.021200045011937618,0.0457099988125265,27.70590002182871
GR,0.020742291599162854,0.013999990187585354,0.02459995448589325,4.009400028735399
MPC_best_balanced,1179.4372775514703,1306.2702500610612,2677.027370041469,5669.2554000765085
MPC_best_ramp,1179.4372775514703,1306.2702500610612,2677.027370041469,5669.2554000765085
NC,0.0025625688875960703,0.002200016751885414,0.003400025889277458,0.6819999543949962
Proposed,0.34744911469412426,0.20540005061775446,0.7081799267325554,37.20330004580319
RS,0.09012963586832888,0.03529991954565048,0.12961993925273427,102.54039999563247
