controller,benchmark_id,benchmark_hours,scenario,seed,scenario_seed,day_id,ramp95_kw_per_min,cap_violation_pct_import,cap_violation_pct_export,cap_violation_pct_total,soc_band_residency,throughput_kwh,efc,t_high_soc_h,t_low_soc_h,ceq_q95,t_high_c_h,efcrf,idod,n_micro,flip_per_hour,flip_per_day,mean_cpu_ms,max_cpu_ms,rainflow_hist
GR,core_24h,24,wind_gust,0,wind_gust_seed0,0,9.346268361350157,0.0,0.0,0.0,1.0,0.5791127309048845,0.0028955636545244224,0.0,0.0,0.0,0.0,0.0030632871144567475,8.890893631476734e-06,3.0,0.5,12.0,0.011118402785036273,0.09420000424142927,"{'[0.0,0.1)': 3.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
GR,core_24h,24,wind_gust,1,wind_gust_seed1,0,9.761570834547493,0.0,0.0,0.0,1.0,0.068301111861978,0.00034150555930989,0.0,0.0,0.0,0.0,0.00035947953611564776,2.584510737718426e-07,0.5,0.08333333333333333,2.0,0.010768750022786358,0.08650000381749123,"{'[0.0,0.1)': 0.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
GR,medium_12h,12,cloud_edge,0,cloud_edge_seed0,0,8.911901135808762,0.0,0.0,0.0,1.0,1.3074566887177688,0.006537283443588844,0.0,0.0,0.0,0.0,0.009181285473108675,4.2753036830657036e-05,5.5,1.8333333333333333,44.0,0.011207777505559433,0.16259998665191233,"{'[0.0,0.1)': 5.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
GR,medium_12h,12,cloud_edge,1,cloud_edge_seed1,0,8.642897192155019,0.0,0.0,0.0,1.0,0.03594053404312826,0.0001797026702156413,0.0,0.0,0.0,0.0,0.00018916070549016006,7.156354500307015e-08,0.5,0.16666666666666666,4.0,0.010577500304659933,0.08069998875726014,"{'[0.0,0.1)': 0.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
GR,medium_12h,12,load_step,0,load_step_seed0,0,8.478723369876164,0.0,0.0,0.0,1.0,1.912740707961856,0.00956370353980928,0.0,0.0,0.0,0.0,0.013704820579591881,0.000105797779051889,7.0,2.3333333333333335,56.0,0.010931805708322726,0.11269999959040433,"{'[0.0,0.1)': 7.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
GR,medium_12h,12,load_step,1,load_step_seed1,0,9.189999204192103,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010581944318093721,0.08110000635497272,{}
GR,medium_12h,12,mixed,0,mixed_seed0,0,8.73513562287991,0.0,0.0,0.0,1.0,1.1235376292785793,0.005617688146392896,0.0,0.0,0.0,0.0,0.009184097633015142,7.803003797727421e-05,6.0,2.0,48.0,0.011133749851271406,0.11269999959040433,"{'[0.0,0.1)': 6.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
GR,medium_12h,12,mixed,1,mixed_seed1,0,9.327873740197878,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010953611450127533,0.07019999611657113,{}
GR,medium_12h,12,wind_gust,0,wind_gust_seed0,0,9.428331974226532,0.0,0.0,0.0,1.0,1.4430267815225437,0.007215133907612719,0.0,0.0,0.0,0.0,0.01140986639313965,0.00012194709944625389,5.5,1.8333333333333333,44.0,0.011059444639411393,0.13159999798517674,"{'[0.0,0.1)': 5.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
GR,medium_12h,12,wind_gust,1,wind_gust_seed1,0,9.55448363803617,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010706944501887646,0.06979999307077378,{}
