controller,reference_type,weight_label,scenario,seed,scenario_seed,day_id,ramp95_kw_per_min,cap_violation_pct_import,cap_violation_pct_export,cap_violation_pct_total,resilience_score,soc_band_residency,throughput_kwh,efc,lfp_cycle_loss_pct,t_high_soc_h,t_low_soc_h,ceq_q95,t_high_c_h,efcrf,idod,n_micro,flip_per_hour,flip_per_day,mean_cpu_ms,max_cpu_ms,rainflow_hist
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,load_step,4,load_step_seed4,0,8.919703897970805,4.305555555555555,0.0,4.305555555555555,100.0,1.0,4.168365813404847,0.020841829067024236,0.00031769743539165787,0.0,0.0,0.0016897310680751704,0.0,0.021938766683502142,0.0009626179399691829,16.5,1.375,33.0,103.80910652606366,1119.7163999895565,"{'[0.0,0.1)': 17.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,mixed,0,mixed_seed0,0,9.100503556094646,2.986111111111111,0.0,2.986111111111111,100.0,1.0,2.999896571804599,0.014999482859022995,0.0002255659993277679,0.0,0.0,9.282132081335727e-05,0.0,0.015788928519187395,0.0004985798013622641,26.0,2.2916666666666665,55.0,97.73638951329404,1134.9505999824032,"{'[0.0,0.1)': 26.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,mixed,1,mixed_seed1,0,9.543129986508935,0.3472222222222222,0.0,0.3472222222222222,100.0,1.0,0.14561273384022327,0.0007280636692011163,1.0591092556024267e-05,0.0,0.0,2.702582016745797e-11,0.0,0.0007663826502399274,1.1746784055042545e-06,13.5,1.125,27.0,30.0480703456641,1127.2649000165984,"{'[0.0,0.1)': 13.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,mixed,2,mixed_seed2,0,9.600648240337316,6.527777777777779,0.0,6.527777777777779,100.0,1.0,8.509719994196447,0.04254859997098223,0.0006816943220791217,0.0,0.0,0.020521413774357903,0.0,0.04478799855661403,0.004011925071575557,12.0,1.25,30.0,138.42151743010618,1121.0850999923423,"{'[0.0,0.1)': 12.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,mixed,3,mixed_seed3,0,8.534535909723099,7.013888888888889,0.0,7.013888888888889,100.0,1.0,7.222992170617965,0.03611496085308982,0.000570199923160406,0.0,0.0,0.013900651059312494,0.0,0.03801574692103013,0.0028903906675539037,24.0,2.0,48.0,161.21635159700722,1128.3222999772988,"{'[0.0,0.1)': 24.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,mixed,4,mixed_seed4,0,9.169357829498148,1.4583333333333333,0.0,1.4583333333333333,100.0,1.0,0.8450317775236298,0.004225158887618149,6.196628587230078e-05,0.0,0.0,2.3149578040414662e-08,0.0,0.004447535360660865,3.9561107072630455e-05,10.5,0.9583333333333334,23.0,53.370659722713754,1129.4081000378355,"{'[0.0,0.1)': 10.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,wind_gust,0,wind_gust_seed0,0,9.346268361350157,0.625,0.0,0.625,100.0,1.0,0.5848081294612424,0.002924040647306212,4.2754193263495855e-05,0.0,0.0,9.66679362679887e-11,0.0,0.0030779371331483285,1.8947376272908878e-05,10.5,0.9583333333333334,23.0,33.354136737317376,1090.036700014025,"{'[0.0,0.1)': 10.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,wind_gust,1,wind_gust_seed1,0,9.761570834547495,0.1388888888888889,0.0,0.1388888888888889,100.0,1.0,0.06896937141169006,0.0003448468570584503,5.011979748072029e-06,0.0,0.0,1.2444455117513537e-11,0.0,0.000362996471193866,2.63532561066168e-07,3.5,0.25,6.0,15.552934861665968,1129.0607000119053,"{'[0.0,0.1)': 3.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,wind_gust,2,wind_gust_seed2,0,10.27961435471701,5.347222222222222,0.0,5.347222222222222,100.0,1.0,7.678375227036901,0.03839187613518451,0.0006093080457897066,0.0,0.0,0.012280573700863055,0.0,0.04041249988030132,0.0032663364979455007,21.5,1.875,45.0,129.13523881907167,1141.9009999954142,"{'[0.0,0.1)': 22.0, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,wind_gust,3,wind_gust_seed3,0,9.587776442499033,4.583333333333333,0.0,4.583333333333333,100.0,1.0,5.131777491612474,0.02565888745806237,0.0003955020710997816,0.0,0.0,0.0007380769345973819,0.0,0.02700935410660768,0.0014590087841717635,20.0,1.6666666666666667,40.0,118.31936131849135,1120.8521999651566,"{'[0.0,0.1)': 20.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
OraclePreview_1_0.01_0.001,OraclePreview,1|0.01|0.001,wind_gust,4,wind_gust_seed4,0,10.175015157207126,1.1111111111111112,0.0,1.1111111111111112,100.0,1.0,0.7505656590296538,0.003752828295148269,5.4978518195165734e-05,0.0,0.0,1.2629798694139674e-10,0.0,0.003950345231250207,3.121040551840285e-05,11.5,0.9166666666666666,22.0,43.88045736013737,1120.2057999907993,"{'[0.0,0.1)': 11.5, '[0.1,0.2)': 0.0, '[0.2,0.4)': 0.0, '[0.4,0.6)': 0.0, '[0.6,1.0)': 0.0}"
