Controller,MeanCpuMs,MedianCpuMs,P95CpuMs,MaxCpuMs
FBRL,0.02387028006422851,0.022099993657320738,0.03402502625249327,0.058399979025125504
GR,0.015890280741991267,0.014899997040629387,0.022499944316223264,0.07960002403706312
MPC_best_balanced,514.8043999978755,47.52000002190471,1295.5640499363656,1504.243400064297
MPC_best_ramp,514.8043999978755,47.52000002190471,1295.5640499363656,1504.243400064297
NC,0.0025563889519414967,0.002300017513334751,0.003810029011219742,0.00909995287656784
Proposed,0.15924083870939082,0.17234997358173132,0.22326007019728422,0.35440002102404833
RS,0.037337224542473756,0.03570003900676966,0.05100503913126886,0.08969998452812433
