parameter,value,profiles,mean_cpu_ms,median_cpu_ms,p95_cpu_ms,max_cpu_ms,ramp95_kw_per_min,cap_violation_pct_total,throughput_kwh,lfp_cycle_loss_pct
horizon_k,5,20,0.12711609505746527,0.11959997937083244,0.1674999948590994,2.605000016046688,9.25994035601279,0.0,2.1314066623220578,0.00022513027590546547
horizon_k,10,20,0.1288621792708808,0.12039998546242714,0.1742050168104469,2.7131999959237874,9.262834881364054,0.0,2.216227242365923,0.00022857975815867172
horizon_k,15,20,0.13123087610438233,0.12170002446509898,0.17440501687815405,12.971199990715832,9.273395755973937,0.0,2.385520011176581,0.000246068868038056
w_f,3,20,0.12908300735182268,0.12019998393952847,0.1799000019673258,0.9145000076387078,9.279073601597064,0.0,2.377372364559089,0.00025181136781523395
w_f,5,20,0.1291149517923119,0.12060001608915627,0.17430001753382385,0.9791999764274806,9.262834881364054,0.0,2.216227242365923,0.00022857975815867172
w_f,7,20,0.12809043274369014,0.12079998850822449,0.16460000188089907,1.1470000026747584,9.260037301548385,0.0034722222222222225,2.141634921822056,0.0002307178086161107
