weight_label,ramp95_kw_per_min,throughput_kwh,efc,t_high_soc_h,ceq_q95,t_high_c_h,idod
0.01|0.01|0.001,9.525704620284925,0.09025400060715971,0.00045127000303579854,0.0,0.0006915334936630997,0.0,2.1439633778351777e-07
