Reference,Baseline,Pairs,ramp95_kw_per_min_delta_mean,ramp95_kw_per_min_wins,ramp95_kw_per_min_ties,ramp95_kw_per_min_losses,cap_violation_pct_total_delta_mean,cap_violation_pct_total_wins,cap_violation_pct_total_ties,cap_violation_pct_total_losses,throughput_kwh_delta_mean,throughput_kwh_wins,throughput_kwh_ties,throughput_kwh_losses,idod_delta_mean,idod_wins,idod_ties,idod_losses,flip_per_day_delta_mean,flip_per_day_wins,flip_per_day_ties,flip_per_day_losses,all4_nonworse_count
Proposed,NC,4,-0.03525484869561346,2,2,0,-0.1388888888888889,2,2,0,0.008536697128498125,0,2,2,8.074814167725914e-09,0,2,2,4.0,0,2,2,2
Proposed,GR,4,0.0,0,4,0,0.0,0,4,0,0.0007297168525274966,0,2,2,1.32146890131131e-09,0,2,2,0.0,0,4,0,2
Proposed,RS,4,6.679424389335093,0,0,4,0.0,0,4,0,-18.694857092982296,4,0,0,-0.0002737106420735984,4,0,0,-544.0,4,0,0,0
Proposed,FBRL,4,7.192300807993364,0,0,4,0.0,0,4,0,-17.465804621110543,4,0,0,-0.00028626130255492854,4,0,0,-532.0,4,0,0,0
Proposed,MPC_best_ramp,4,-0.03132103535057773,2,2,0,-0.1388888888888889,2,2,0,-0.0067444909242332296,4,0,0,-4.307284239941853e-09,4,0,0,-64.0,4,0,0,4
Proposed,MPC_best_balanced,4,-0.03132103535057773,2,2,0,-0.1388888888888889,2,2,0,-0.0067444909242332296,4,0,0,-4.307284239941853e-09,4,0,0,-64.0,4,0,0,4
