weight_label,ramp95_kw_per_min,throughput_kwh,efc,t_high_soc_h,ceq_q95,t_high_c_h,idod
0.01|0.01|0.001,9.633404845418124,0.015281188052731353,7.640594026365677e-05,0.0,0.00010066328010817203,0.0,1.2382098407667769e-08
