Controller,MeanCpuMs,MedianCpuMs,P95CpuMs,MaxCpuMs
FBRL,0.015036389069993876,0.013900003978051245,0.02432500987197273,0.06779999239370227
GR,0.009826389052452415,0.0092999980552122,0.0118150026537478,0.07150000601541251
MPC_best_balanced,514.6159319442733,64.5695000057458,1285.1422599880607,1441.0976999934064
MPC_best_ramp,514.6159319442733,64.5695000057458,1285.1422599880607,1441.0976999934064
NC,0.0016519444115045997,0.0014999968698248267,0.0025000044843181968,0.018399994587525725
Proposed,0.13633638845931273,0.12255000183358788,0.2086450011120178,0.5760999920312315
RS,0.02392916669325334,0.021200001356191933,0.039509995258413255,0.1801999896997586
