reference_type,weight_label,ramp95_kw_per_min,throughput_kwh,efc,t_high_soc_h,ceq_q95,t_high_c_h,idod,label
OraclePreview,0.01|0.01|0.001,9.456311658167252,0.03479787313248143,0.00017398936566240714,0.0,6.924394761475387e-08,0.0,6.703237991161799e-08,OraclePreview:0.01|0.01|0.001
