weight_label,ramp95_kw_per_min,throughput_kwh,efc,t_high_soc_h,ceq_q95,t_high_c_h,idod,label
0.01|0.01|0.001,9.518953728868407,0.01917973211352148,9.589866056760739e-05,0.0,0.0001824202499406083,0.0,1.88216138243699e-08,0.01|0.01|0.001
